Data Point 2,06-Feb-20 11:20:00,No Data
Data Point 3,06-Feb-20 11:20:00,231.9379425
Data Point 4,06-Feb-20 11:20:00,231.145813
Data Point 1,06-Feb-20 11:21:00,Off
Data Point 2,06-Feb-20 11:21:00,No Data
Data Point 3,06-Feb-20 11:21:00,232.5589294
Data Point 4,06-Feb-20 11:21:00,232.4560852
Data Point 1,06-Feb-20 11:22:00,Off
Data Point 2,06-Feb-20 11:22:00,No Data
Data Point 3,06-Feb-20 11:22:00,234.9676971
Data Point 4,06-Feb-20 11:22:00,233.9879761
Data Point 1,06-Feb-20 11:23:00,Off
Data Point 2,06-Feb-20 11:23:00,No Data
Data Point 3,06-Feb-20 11:23:00,235.7792206
Data Point 4,06-Feb-20 11:23:00,235.5516357
Data Point 1,06-Feb-20 11:24:00,Off
Data Point 2,06-Feb-20 11:24:00,No Data
Data Point 3,06-Feb-20 11:24:00,237.0899048
Data Point 4,06-Feb-20 11:24:00,236.8278046
Data Point 1,06-Feb-20 11:25:00,Off
Data Point 2,06-Feb-20 11:25:00,No Data
Data Point 3,06-Feb-20 11:25:00,239.1213379
Data Point 4,06-Feb-20 11:25:00,239.1468811
Data Point 1,06-Feb-20 11:26:00,Off
Data Point 2,06-Feb-20 11:26:00,No Data
Data Point 3,06-Feb-20 11:26:00,240.2512512
Data Point 4,06-Feb-20 11:26:00,239.5958405
Data Point 1,06-Feb-20 11:27:00,Off
Data Point 2,06-Feb-20 11:27:00,No Data
Data Point 3,06-Feb-20 11:27:00,242.1870728
Data Point 4,06-Feb-20 11:27:00,241.5267334
Data Point 1,06-Feb-20 11:28:00,Off
Data Point 2,06-Feb-20 11:28:00,No Data
Data Point 3,06-Feb-20 11:28:00,244.0819092
Data Point 4,06-Feb-20 11:28:00,243.4732666
Data Point 1,06-Feb-20 11:29:00,Off
Data Point 2,06-Feb-20 11:29:00,No Data
Data Point 3,06-Feb-20 11:29:00,246.8204041
Data Point 4,06-Feb-20 11:29:00,245.6963806
Data Point 1,06-Feb-20 11:30:00,Off
Data Point 2,06-Feb-20 11:30:00,No Data
Data Point 3,06-Feb-20 11:30:00,247.3397217
Data Point 4,06-Feb-20 11:30:00,247.2949677
Data Point 1,06-Feb-20 11:31:00,Off
Data Point 2,06-Feb-20 11:31:00,No Data
Data Point 3,06-Feb-20 11:31:00,248.5999146
Data Point 4,06-Feb-20 11:31:00,248.0635223
Data Point 1,06-Feb-20 11:32:00,Off
Data Point 2,06-Feb-20 11:32:00,No Data
Data Point 3,06-Feb-20 11:32:00,250.4672089
Data Point 4,06-Feb-20 11:32:00,249.1156158
Data Point 1,06-Feb-20 11:33:00,Off
Data Point 2,06-Feb-20 11:33:00,No Data
Data Point 3,06-Feb-20 11:33:00,251.1010132
Data Point 4,06-Feb-20 11:33:00,250.365799
Data Point 1,06-Feb-20 11:34:00,Off
Data Point 2,06-Feb-20 11:34:00,No Data
Data Point 3,06-Feb-20 11:34:00,251.1529694
Data Point 4,06-Feb-20 11:34:00,251.3442078
Data Point 1,06-Feb-20 11:35:00,Off
Data Point 2,06-Feb-20 11:35:00,No Data
Data Point 3,06-Feb-20 11:35:00,253.9837189
Data Point 4,06-Feb-20 11:35:00,253.3498077
Data Point 1,06-Feb-20 11:36:00,Off
Data Point 2,06-Feb-20 11:36:00,No Data
Data Point 3,06-Feb-20 11:36:00,255.5396881
Data Point 4,06-Feb-20 11:36:00,255.4662476
Data Point 1,06-Feb-20 11:37:00,Off
Data Point 2,06-Feb-20 11:37:00,No Data
Data Point 3,06-Feb-20 11:37:00,257.3859558
Data Point 4,06-Feb-20 11:37:00,257.5311279
Data Point 1,06-Feb-20 11:38:00,Off
Data Point 2,06-Feb-20 11:38:00,No Data
Data Point 3,06-Feb-20 11:38:00,258.5648804
Data Point 4,06-Feb-20 11:38:00,258.4719543
Data Point 1,06-Feb-20 11:39:00,Off
Data Point 2,06-Feb-20 11:39:00,No Data
Data Point 3,06-Feb-20 11:39:00,260.5139465
